Tahun,Upah,Upah Minimum Provinsi,Garis Kemiskinan,Pengeluaran,Label,Jenis,Provinsi,Daerah,Periode
2021,2910409.0606164224,23864.57446517434,423427.0,1353063.0,Ekonomi Maju,Gabungan (Total),SULAWESI UTARA,Pedesaan,Maret
2021,2910409.0606164224,23864.57446517434,404635.0,1045501.0,Ekonomi Maju,Gabungan (Total),SULAWESI UTARA,Perkotaan,September
2021,2910409.0606164224,23864.57446517434,411450.0,1045501.0,Ekonomi Maju,Gabungan (Total),SULAWESI UTARA,Perkotaan,Maret
2021,2910409.0606164224,23864.57446517434,410805.0,1211679.0,Ekonomi Maju,Gabungan (Total),SULAWESI UTARA,Pedesaan & Perkotaan,September
2021,2910409.0606164224,23864.57446517434,417930.0,1211679.0,Ekonomi Maju,Gabungan (Total),SULAWESI UTARA,Pedesaan & Perkotaan,Maret
2022,2547838.6543329395,23864.57446517434,336174.0,711700.0,Ekonomi Maju,Makanan,SULAWESI UTARA,Pedesaan,September
2022,2547838.6543329395,23864.57446517434,357703.0,711700.0,Ekonomi Maju,Makanan,SULAWESI UTARA,Pedesaan,Maret
2022,2547838.6543329395,23864.57446517434,327019.0,630299.0,Ekonomi Maju,Makanan,SULAWESI UTARA,Perkotaan,September
2022,2547838.6543329395,23864.57446517434,348939.0,630299.0,Ekonomi Maju,Makanan,SULAWESI UTARA,Perkotaan,Maret
2022,2547838.6543329395,23864.57446517434,331904.0,674114.0,Ekonomi Maju,Makanan,SULAWESI UTARA,Pedesaan & Perkotaan,September
2022,2547838.6543329395,23864.57446517434,353727.0,674114.0,Ekonomi Maju,Makanan,SULAWESI UTARA,Pedesaan & Perkotaan,Maret
2022,2547838.6543329395,23864.57446517434,97296.0,663541.0,Ekonomi Maju,Non-Makanan,SULAWESI UTARA,Pedesaan,September
2022,2547838.6543329395,23864.57446517434,103035.0,663541.0,Ekonomi Maju,Non-Makanan,SULAWESI UTARA,Pedesaan,Maret
2022,2547838.6543329395,23864.57446517434,92570.00000000003,444913.0,Ekonomi Maju,Non-Makanan,SULAWESI UTARA,Perkotaan,September
2022,2547838.6543329395,23864.57446517434,97931.0,444913.0,Ekonomi Maju,Non-Makanan,SULAWESI UTARA,Perkotaan,Maret
2022,2547838.6543329395,23864.57446517434,95112.0,562591.0,Ekonomi Maju,Non-Makanan,SULAWESI UTARA,Pedesaan & Perkotaan,September
2022,2547838.6543329395,23864.57446517434,100742.0,562591.0,Ekonomi Maju,Non-Makanan,SULAWESI UTARA,Pedesaan & Perkotaan,Maret
2022,2547838.6543329395,23864.57446517434,433470.0,1375241.0,Ekonomi Maju,Gabungan (Total),SULAWESI UTARA,Pedesaan,September
2022,2547838.6543329395,23864.57446517434,460738.0,1375241.0,Ekonomi Maju,Gabungan (Total),SULAWESI UTARA,Pedesaan,Maret
2022,2547838.6543329395,23864.57446517434,419589.0,1075212.0,Ekonomi Maju,Gabungan (Total),SULAWESI UTARA,Perkotaan,September
2022,2547838.6543329395,23864.57446517434,446871.0,1075212.0,Ekonomi Maju,Gabungan (Total),SULAWESI UTARA,Perkotaan,Maret
2022,2547838.6543329395,23864.57446517434,427016.0,1236705.0,Ekonomi Maju,Gabungan (Total),SULAWESI UTARA,Pedesaan & Perkotaan,September
2022,2547838.6543329395,23864.57446517434,454469.0,1236705.0,Ekonomi Maju,Gabungan (Total),SULAWESI UTARA,Pedesaan & Perkotaan,Maret
2015,1724191.2701958027,10740.006211582775,249419.0,429317.0,Ekonomi Berkembang,Makanan,SULAWESI TENGAH,Pedesaan,September
2015,1724191.2701958027,10740.006211582775,264458.0,429317.0,Ekonomi Berkembang,Makanan,SULAWESI TENGAH,Pedesaan,Maret
2015,1724191.2701958027,10740.006211582775,261524.0,368439.0,Ekonomi Berkembang,Makanan,SULAWESI TENGAH,Perkotaan,September
2015,1724191.2701958027,10740.006211582775,277186.0,368439.0,Ekonomi Berkembang,Makanan,SULAWESI TENGAH,Perkotaan,Maret
2015,1724191.2701958027,10740.006211582775,258520.0,383546.0,Ekonomi Berkembang,Makanan,SULAWESI TENGAH,Pedesaan & Perkotaan,September
2015,1724191.2701958027,10740.006211582775,274027.0,383546.0,Ekonomi Berkembang,Makanan,SULAWESI TENGAH,Pedesaan & Perkotaan,Maret
2015,1724191.2701958027,10740.006211582775,108979.0,629817.0,Ekonomi Berkembang,Non-Makanan,SULAWESI TENGAH,Pedesaan,September
2015,1724191.2701958027,10740.006211582775,112038.00000000003,629817.0,Ekonomi Berkembang,Non-Makanan,SULAWESI TENGAH,Pedesaan,Maret
2015,1724191.2701958027,10740.006211582775,70332.0,293645.0,Ekonomi Berkembang,Non-Makanan,SULAWESI TENGAH,Perkotaan,September
2015,1724191.2701958027,10740.006211582775,75893.99999999997,293645.0,Ekonomi Berkembang,Non-Makanan,SULAWESI TENGAH,Perkotaan,Maret
2015,1724191.2701958027,10740.006211582775,79923.0,377066.0,Ekonomi Berkembang,Non-Makanan,SULAWESI TENGAH,Pedesaan & Perkotaan,September
2015,1724191.2701958027,10740.006211582775,84865.0,377066.0,Ekonomi Berkembang,Non-Makanan,SULAWESI TENGAH,Pedesaan & Perkotaan,Maret
2015,1724191.2701958027,10740.006211582775,358399.0,1059134.0,Ekonomi Berkembang,Gabungan (Total),SULAWESI TENGAH,Pedesaan,September
2015,1724191.2701958027,10740.006211582775,376496.0,1059134.0,Ekonomi Berkembang,Gabungan (Total),SULAWESI TENGAH,Pedesaan,Maret
2015,1724191.2701958027,10740.006211582775,331855.0,662084.0,Ekonomi Berkembang,Gabungan (Total),SULAWESI TENGAH,Perkotaan,September
2015,1724191.2701958027,10740.006211582775,353080.0,662084.0,Ekonomi Berkembang,Gabungan (Total),SULAWESI TENGAH,Perkotaan,Maret
2015,1724191.2701958027,10740.006211582775,338443.0,760612.0,Ekonomi Berkembang,Gabungan (Total),SULAWESI TENGAH,Pedesaan & Perkotaan,September
2015,1724191.2701958027,10740.006211582775,358892.0,760612.0,Ekonomi Berkembang,Gabungan (Total),SULAWESI TENGAH,Pedesaan & Perkotaan,Maret
2016,1844634.1791324392,11972.208267397258,275962.0,509944.0,Ekonomi Berkembang,Makanan,SULAWESI TENGAH,Pedesaan,September
2016,1844634.1791324392,11972.208267397258,281450.0,509944.0,Ekonomi Berkembang,Makanan,SULAWESI TENGAH,Pedesaan,Maret
2016,1844634.1791324392,11972.208267397258,291258.0,389502.00000000006,Ekonomi Berkembang,Makanan,SULAWESI TENGAH,Perkotaan,September
2016,1844634.1791324392,11972.208267397258,294686.0,389502.00000000006,Ekonomi Berkembang,Makanan,SULAWESI TENGAH,Perkotaan,Maret
2016,1844634.1791324392,11972.208267397258,289910.0,420182.0,Ekonomi Berkembang,Makanan,SULAWESI TENGAH,Pedesaan & Perkotaan,September
2016,1844634.1791324392,11972.208267397258,291528.0,420182.0,Ekonomi Berkembang,Makanan,SULAWESI TENGAH,Pedesaan & Perkotaan,Maret
2016,1844634.1791324392,11972.208267397258,115108.0,667676.0,Ekonomi Berkembang,Non-Makanan,SULAWESI TENGAH,Pedesaan,September
2016,1844634.1791324392,11972.208267397258,117962.0,667676.0,Ekonomi Berkembang,Non-Makanan,SULAWESI TENGAH,Pedesaan,Maret
2016,1844634.1791324392,11972.208267397258,79134.0,339010.00000000006,Ekonomi Berkembang,Non-Makanan,SULAWESI TENGAH,Perkotaan,September
2016,1844634.1791324392,11972.208267397258,81972.0,339010.00000000006,Ekonomi Berkembang,Non-Makanan,SULAWESI TENGAH,Perkotaan,Maret
2016,1844634.1791324392,11972.208267397258,85749.0,422730.0,Ekonomi Berkembang,Non-Makanan,SULAWESI TENGAH,Pedesaan & Perkotaan,September
2016,1844634.1791324392,11972.208267397258,91246.0,422730.0,Ekonomi Berkembang,Non-Makanan,SULAWESI TENGAH,Pedesaan & Perkotaan,Maret
2016,1844634.1791324392,11972.208267397258,391070.0,1177621.0,Ekonomi Berkembang,Gabungan (Total),SULAWESI TENGAH,Pedesaan,September
2016,1844634.1791324392,11972.208267397258,399413.0,1177621.0,Ekonomi Berkembang,Gabungan (Total),SULAWESI TENGAH,Pedesaan,Maret
2016,1844634.1791324392,11972.208267397258,370392.0,728511.0,Ekonomi Berkembang,Gabungan (Total),SULAWESI TENGAH,Perkotaan,September
2016,1844634.1791324392,11972.208267397258,376658.0,728511.0,Ekonomi Berkembang,Gabungan (Total),SULAWESI TENGAH,Perkotaan,Maret
2016,1844634.1791324392,11972.208267397258,375659.0,842912.0,Ekonomi Berkembang,Gabungan (Total),SULAWESI TENGAH,Pedesaan & Perkotaan,September
2016,1844634.1791324392,11972.208267397258,382774.0,842912.0,Ekonomi Berkembang,Gabungan (Total),SULAWESI TENGAH,Pedesaan & Perkotaan,Maret
2017,1918031.2324592327,12970.835551161024,295576.0,586401.0,Ekonomi Berkembang,Makanan,SULAWESI TENGAH,Pedesaan,September
2017,1918031.2324592327,12970.835551161024,308042.0,586401.0,Ekonomi Berkembang,Makanan,SULAWESI TENGAH,Pedesaan,Maret
2017,1918031.2324592327,12970.835551161024,297929.0,444011.0,Ekonomi Berkembang,Makanan,SULAWESI TENGAH,Perkotaan,September
2017,1918031.2324592327,12970.835551161024,312051.0,444011.0,Ekonomi Berkembang,Makanan,SULAWESI TENGAH,Perkotaan,Maret
2017,1918031.2324592327,12970.835551161024,297375.0,480987.0,Ekonomi Berkembang,Makanan,SULAWESI TENGAH,Pedesaan & Perkotaan,September
2017,1918031.2324592327,12970.835551161024,311145.0,480987.0,Ekonomi Berkembang,Makanan,SULAWESI TENGAH,Pedesaan & Perkotaan,Maret
2017,1918031.2324592327,12970.835551161024,120877.0,714936.0,Ekonomi Berkembang,Non-Makanan,SULAWESI TENGAH,Pedesaan,September
2017,1918031.2324592327,12970.835551161024,122686.0,714936.0,Ekonomi Berkembang,Non-Makanan,SULAWESI TENGAH,Pedesaan,Maret
2017,1918031.2324592327,12970.835551161024,85168.00000000003,339996.0,Ekonomi Berkembang,Non-Makanan,SULAWESI TENGAH,Perkotaan,September
2017,1918031.2324592327,12970.835551161024,88588.0,339996.0,Ekonomi Berkembang,Non-Makanan,SULAWESI TENGAH,Perkotaan,Maret
2017,1918031.2324592327,12970.835551161024,94388.0,437362.0,Ekonomi Berkembang,Non-Makanan,SULAWESI TENGAH,Pedesaan & Perkotaan,September
2017,1918031.2324592327,12970.835551161024,97376.99999999997,437362.0,Ekonomi Berkembang,Non-Makanan,SULAWESI TENGAH,Pedesaan & Perkotaan,Maret
2017,1918031.2324592327,12970.835551161024,416453.0,1301338.0,Ekonomi Berkembang,Gabungan (Total),SULAWESI TENGAH,Pedesaan,September
2017,1918031.2324592327,12970.835551161024,430728.0,1301338.0,Ekonomi Berkembang,Gabungan (Total),SULAWESI TENGAH,Pedesaan,Maret
2017,1918031.2324592327,12970.835551161024,383097.0,784007.0,Ekonomi Berkembang,Gabungan (Total),SULAWESI TENGAH,Perkotaan,September
2017,1918031.2324592327,12970.835551161024,400639.0,784007.0,Ekonomi Berkembang,Gabungan (Total),SULAWESI TENGAH,Perkotaan,Maret
2017,1918031.2324592327,12970.835551161024,391763.0,918349.0,Ekonomi Berkembang,Gabungan (Total),SULAWESI TENGAH,Pedesaan & Perkotaan,September
2017,1918031.2324592327,12970.835551161024,408522.0,918349.0,Ekonomi Berkembang,Gabungan (Total),SULAWESI TENGAH,Pedesaan & Perkotaan,Maret
2018,1875538.201585826,14112.122839998558,309458.0,547295.0,Ekonomi Berkembang,Makanan,SULAWESI TENGAH,Pedesaan,September
2018,1875538.201585826,14112.122839998558,311845.0,547295.0,Ekonomi Berkembang,Makanan,SULAWESI TENGAH,Pedesaan,Maret
2018,1875538.201585826,14112.122839998558,314521.0,446707.0,Ekonomi Berkembang,Makanan,SULAWESI TENGAH,Perkotaan,September
2018,1875538.201585826,14112.122839998558,326791.0,446707.0,Ekonomi Berkembang,Makanan,SULAWESI TENGAH,Perkotaan,Maret
2018,1875538.201585826,14112.122839998558,313190.0,474810.0,Ekonomi Berkembang,Makanan,SULAWESI TENGAH,Pedesaan & Perkotaan,September
2018,1875538.201585826,14112.122839998558,322860.0,474810.0,Ekonomi Berkembang,Makanan,SULAWESI TENGAH,Pedesaan & Perkotaan,Maret
2018,1875538.201585826,14112.122839998558,124954.99999999997,715402.0,Ekonomi Berkembang,Non-Makanan,SULAWESI TENGAH,Pedesaan,September
2018,1875538.201585826,14112.122839998558,125852.0,715402.0,Ekonomi Berkembang,Non-Makanan,SULAWESI TENGAH,Pedesaan,Maret
2018,1875538.201585826,14112.122839998558,91186.0,369058.0,Ekonomi Berkembang,Non-Makanan,SULAWESI TENGAH,Perkotaan,September
2018,1875538.201585826,14112.122839998558,91243.00000000003,369058.0,Ekonomi Berkembang,Non-Makanan,SULAWESI TENGAH,Perkotaan,Maret
2018,1875538.201585826,14112.122839998558,100595.0,465823.0,Ekonomi Berkembang,Non-Makanan,SULAWESI TENGAH,Pedesaan & Perkotaan,September
2018,1875538.201585826,14112.122839998558,101178.0,465823.0,Ekonomi Berkembang,Non-Makanan,SULAWESI TENGAH,Pedesaan & Perkotaan,Maret
2018,1875538.201585826,14112.122839998558,434414.0,1262697.0,Ekonomi Berkembang,Gabungan (Total),SULAWESI TENGAH,Pedesaan,September
2018,1875538.201585826,14112.122839998558,437697.0,1262697.0,Ekonomi Berkembang,Gabungan (Total),SULAWESI TENGAH,Pedesaan,Maret
2018,1875538.201585826,14112.122839998558,405707.0,815766.0,Ekonomi Berkembang,Gabungan (Total),SULAWESI TENGAH,Perkotaan,September
2018,1875538.201585826,14112.122839998558,418035.0,815766.0,Ekonomi Berkembang,Gabungan (Total),SULAWESI TENGAH,Perkotaan,Maret
2018,1875538.201585826,14112.122839998558,413785.0,940635.0,Ekonomi Berkembang,Gabungan (Total),SULAWESI TENGAH,Pedesaan & Perkotaan,September
2018,1875538.201585826,14112.122839998558,424039.0,940635.0,Ekonomi Berkembang,Gabungan (Total),SULAWESI TENGAH,Pedesaan & Perkotaan,Maret
2019,2043854.7524480214,15255.95426366898,326695.0,607647.0,Ekonomi Maju,Makanan,SULAWESI TENGAH,Pedesaan,September
2019,2043854.7524480214,15255.95426366898,349776.0,607647.0,Ekonomi Maju,Makanan,SULAWESI TENGAH,Pedesaan,Maret
2019,2043854.7524480214,15255.95426366898,340726.0,462155.0,Ekonomi Maju,Makanan,SULAWESI TENGAH,Perkotaan,September
2019,2043854.7524480214,15255.95426366898,360828.0,462155.0,Ekonomi Maju,Makanan,SULAWESI TENGAH,Perkotaan,Maret
2019,2043854.7524480214,15255.95426366898,336739.0,505608.0,Ekonomi Maju,Makanan,SULAWESI TENGAH,Pedesaan & Perkotaan,September
2019,2043854.7524480214,15255.95426366898,357664.0,505608.0,Ekonomi Maju,Makanan,SULAWESI TENGAH,Pedesaan & Perkotaan,Maret
2019,2043854.7524480214,15255.95426366898,130498.0,710733.0,Ekonomi Maju,Non-Makanan,SULAWESI TENGAH,Pedesaan,September
2019,2043854.7524480214,15255.95426366898,131660.0,710733.0,Ekonomi Maju,Non-Makanan,SULAWESI TENGAH,Pedesaan,Maret
2019,2043854.7524480214,15255.95426366898,93145.00000000003,378937.00000000006,Ekonomi Maju,Non-Makanan,SULAWESI TENGAH,Perkotaan,September
2019,2043854.7524480214,15255.95426366898,99359.0,378937.00000000006,Ekonomi Maju,Non-Makanan,SULAWESI TENGAH,Perkotaan,Maret
2019,2043854.7524480214,15255.95426366898,104297.00000000003,478032.0,Ekonomi Maju,Non-Makanan,SULAWESI TENGAH,Pedesaan & Perkotaan,September
2019,2043854.7524480214,15255.95426366898,108863.00000000003,478032.0,Ekonomi Maju,Non-Makanan,SULAWESI TENGAH,Pedesaan & Perkotaan,Maret
2019,2043854.7524480214,15255.95426366898,457193.0,1318381.0,Ekonomi Maju,Gabungan (Total),SULAWESI TENGAH,Pedesaan,September
2019,2043854.7524480214,15255.95426366898,481436.0,1318381.0,Ekonomi Maju,Gabungan (Total),SULAWESI TENGAH,Pedesaan,Maret
2019,2043854.7524480214,15255.95426366898,433870.0,841092.0,Ekonomi Maju,Gabungan (Total),SULAWESI TENGAH,Perkotaan,September
2019,2043854.7524480214,15255.95426366898,460187.0,841092.0,Ekonomi Maju,Gabungan (Total),SULAWESI TENGAH,Perkotaan,Maret
2019,2043854.7524480214,15255.95426366898,441036.0,983640.0,Ekonomi Maju,Gabungan (Total),SULAWESI TENGAH,Pedesaan & Perkotaan,September
2019,2043854.7524480214,15255.95426366898,466527.0,983640.0,Ekonomi Maju,Gabungan (Total),SULAWESI TENGAH,Pedesaan & Perkotaan,Maret
2020,2520935.599072179,16565.502367351677,354798.0,580886.0,Ekonomi Maju,Makanan,SULAWESI TENGAH,Pedesaan,September
2020,2520935.599072179,16565.502367351677,356510.0,580886.0,Ekonomi Maju,Makanan,SULAWESI TENGAH,Pedesaan,Maret
2020,2520935.599072179,16565.502367351677,366541.0,489557.0,Ekonomi Maju,Makanan,SULAWESI TENGAH,Perkotaan,September
2020,2520935.599072179,16565.502367351677,375369.0,489557.0,Ekonomi Maju,Makanan,SULAWESI TENGAH,Perkotaan,Maret
2020,2520935.599072179,16565.502367351677,363287.0,516838.0,Ekonomi Maju,Makanan,SULAWESI TENGAH,Pedesaan & Perkotaan,September
2020,2520935.599072179,16565.502367351677,370310.0,516838.0,Ekonomi Maju,Makanan,SULAWESI TENGAH,Pedesaan & Perkotaan,Maret
2020,2520935.599072179,16565.502367351677,135083.0,757707.0,Ekonomi Maju,Non-Makanan,SULAWESI TENGAH,Pedesaan,September
2020,2520935.599072179,16565.502367351677,136249.0,757707.0,Ekonomi Maju,Non-Makanan,SULAWESI TENGAH,Pedesaan,Maret
2020,2520935.599072179,16565.502367351677,101230.00000000003,417232.0,Ekonomi Maju,Non-Makanan,SULAWESI TENGAH,Perkotaan,September
2020,2520935.599072179,16565.502367351677,103319.00000000003,417232.0,Ekonomi Maju,Non-Makanan,SULAWESI TENGAH,Perkotaan,Maret
2020,2520935.599072179,16565.502367351677,111340.0,518938.0,Ekonomi Maju,Non-Makanan,SULAWESI TENGAH,Pedesaan & Perkotaan,September
2020,2520935.599072179,16565.502367351677,113352.0,518938.0,Ekonomi Maju,Non-Makanan,SULAWESI TENGAH,Pedesaan & Perkotaan,Maret
2020,2520935.599072179,16565.502367351677,489881.0,1338593.0,Ekonomi Maju,Gabungan (Total),SULAWESI TENGAH,Pedesaan,September
2020,2520935.599072179,16565.502367351677,492758.0,1338593.0,Ekonomi Maju,Gabungan (Total),SULAWESI TENGAH,Pedesaan,Maret
2020,2520935.599072179,16565.502367351677,467770.0,906789.0,Ekonomi Maju,Gabungan (Total),SULAWESI TENGAH,Perkotaan,September
2020,2520935.599072179,16565.502367351677,478687.0,906789.0,Ekonomi Maju,Gabungan (Total),SULAWESI TENGAH,Perkotaan,Maret
2020,2520935.599072179,16565.502367351677,474627.0,1035777.0,Ekonomi Maju,Gabungan (Total),SULAWESI TENGAH,Pedesaan & Perkotaan,September
2020,2520935.599072179,16565.502367351677,483662.0,1035777.0,Ekonomi Maju,Gabungan (Total),SULAWESI TENGAH,Pedesaan & Perkotaan,Maret
2021,2865432.670795869,16565.502367351677,367691.0,570842.0,Ekonomi Maju,Makanan,SULAWESI TENGAH,Pedesaan,September
2021,2865432.670795869,16565.502367351677,373960.0,570842.0,Ekonomi Maju,Makanan,SULAWESI TENGAH,Pedesaan,Maret
2021,2865432.670795869,16565.502367351677,386603.0,485971.0,Ekonomi Maju,Makanan,SULAWESI TENGAH,Perkotaan,September
2021,2865432.670795869,16565.502367351677,391001.0,485971.0,Ekonomi Maju,Makanan,SULAWESI TENGAH,Perkotaan,Maret
2021,2865432.670795869,16565.502367351677,380991.0,512309.0,Ekonomi Maju,Makanan,SULAWESI TENGAH,Pedesaan & Perkotaan,September
2021,2865432.670795869,16565.502367351677,385989.0,512309.0,Ekonomi Maju,Makanan,SULAWESI TENGAH,Pedesaan & Perkotaan,Maret
2021,2865432.670795869,16565.502367351677,138692.00000000003,753993.0,Ekonomi Maju,Non-Makanan,SULAWESI TENGAH,Pedesaan,September
2021,2865432.670795869,16565.502367351677,142414.0,753993.0,Ekonomi Maju,Non-Makanan,SULAWESI TENGAH,Pedesaan,Maret
2021,2865432.670795869,16565.502367351677,105631.0,442837.0,Ekonomi Maju,Non-Makanan,SULAWESI TENGAH,Perkotaan,September
2021,2865432.670795869,16565.502367351677,109351.0,442837.0,Ekonomi Maju,Non-Makanan,SULAWESI TENGAH,Perkotaan,Maret
2021,2865432.670795869,16565.502367351677,115881.0,539396.0,Ekonomi Maju,Non-Makanan,SULAWESI TENGAH,Pedesaan & Perkotaan,September
2021,2865432.670795869,16565.502367351677,119619.0,539396.0,Ekonomi Maju,Non-Makanan,SULAWESI TENGAH,Pedesaan & Perkotaan,Maret
2021,2865432.670795869,16565.502367351677,506383.0,1324835.0,Ekonomi Maju,Gabungan (Total),SULAWESI TENGAH,Pedesaan,September
2021,2865432.670795869,16565.502367351677,516374.0,1324835.0,Ekonomi Maju,Gabungan (Total),SULAWESI TENGAH,Pedesaan,Maret
2021,2865432.670795869,16565.502367351677,492234.0,928809.0,Ekonomi Maju,Gabungan (Total),SULAWESI TENGAH,Perkotaan,September
2021,2865432.670795869,16565.502367351677,500351.0,928809.0,Ekonomi Maju,Gabungan (Total),SULAWESI TENGAH,Perkotaan,Maret
2021,2865432.670795869,16565.502367351677,496872.0,1051705.0,Ekonomi Maju,Gabungan (Total),SULAWESI TENGAH,Pedesaan & Perkotaan,September
2021,2865432.670795869,16565.502367351677,505608.0,1051705.0,Ekonomi Maju,Gabungan (Total),SULAWESI TENGAH,Pedesaan & Perkotaan,Maret
2022,2210515.7306787856,17196.302840960045,388768.0,613756.0,Ekonomi Maju,Makanan,SULAWESI TENGAH,Pedesaan,September
2022,2210515.7306787856,17196.302840960045,412305.0,613756.0,Ekonomi Maju,Makanan,SULAWESI TENGAH,Pedesaan,Maret
2022,2210515.7306787856,17196.302840960045,410179.0,537541.0,Ekonomi Maju,Makanan,SULAWESI TENGAH,Perkotaan,September
2022,2210515.7306787856,17196.302840960045,427956.0,537541.0,Ekonomi Maju,Makanan,SULAWESI TENGAH,Perkotaan,Maret
2022,2210515.7306787856,17196.302840960045,404034.0,561738.0,Ekonomi Maju,Makanan,SULAWESI TENGAH,Pedesaan & Perkotaan,September
2022,2210515.7306787856,17196.302840960045,423390.0,561738.0,Ekonomi Maju,Makanan,SULAWESI TENGAH,Pedesaan & Perkotaan,Maret
2022,2210515.7306787856,17196.302840960045,149250.0,718121.0,Ekonomi Maju,Non-Makanan,SULAWESI TENGAH,Pedesaan,September
2022,2210515.7306787856,17196.302840960045,153690.0,718121.0,Ekonomi Maju,Non-Makanan,SULAWESI TENGAH,Pedesaan,Maret
2022,2210515.7306787856,17196.302840960045,115486.0,430680.0,Ekonomi Maju,Non-Makanan,SULAWESI TENGAH,Perkotaan,September
2022,2210515.7306787856,17196.302840960045,124605.0,430680.0,Ekonomi Maju,Non-Makanan,SULAWESI TENGAH,Perkotaan,Maret
2022,2210515.7306787856,17196.302840960045,126217.0,521939.0,Ekonomi Maju,Non-Makanan,SULAWESI TENGAH,Pedesaan & Perkotaan,September
2022,2210515.7306787856,17196.302840960045,133793.0,521939.0,Ekonomi Maju,Non-Makanan,SULAWESI TENGAH,Pedesaan & Perkotaan,Maret
2022,2210515.7306787856,17196.302840960045,538018.0,1331878.0,Ekonomi Maju,Gabungan (Total),SULAWESI TENGAH,Pedesaan,September
2022,2210515.7306787856,17196.302840960045,565994.0,1331878.0,Ekonomi Maju,Gabungan (Total),SULAWESI TENGAH,Pedesaan,Maret
2022,2210515.7306787856,17196.302840960045,525665.0,968221.0,Ekonomi Maju,Gabungan (Total),SULAWESI TENGAH,Perkotaan,September
2022,2210515.7306787856,17196.302840960045,552561.0,968221.0,Ekonomi Maju,Gabungan (Total),SULAWESI TENGAH,Perkotaan,Maret
2022,2210515.7306787856,17196.302840960045,530251.0,1083678.0,Ekonomi Maju,Gabungan (Total),SULAWESI TENGAH,Pedesaan & Perkotaan,September
2022,2210515.7306787856,17196.302840960045,557183.0,1083678.0,Ekonomi Maju,Gabungan (Total),SULAWESI TENGAH,Pedesaan & Perkotaan,Maret
2015,1751094.3254565634,14364.129905154781,181842.0,436956.0,Ekonomi Berkembang,Makanan,SULAWESI SELATAN,Pedesaan,September
2015,1751094.3254565634,14364.129905154781,186893.0,436956.0,Ekonomi Berkembang,Makanan,SULAWESI SELATAN,Pedesaan,Maret
2015,1751094.3254565634,14364.129905154781,190563.0,312799.0,Ekonomi Berkembang,Makanan,SULAWESI SELATAN,Perkotaan,September
2015,1751094.3254565634,14364.129905154781,201779.0,312799.0,Ekonomi Berkembang,Makanan,SULAWESI SELATAN,Perkotaan,Maret
2015,1751094.3254565634,14364.129905154781,187304.0,359187.0,Ekonomi Berkembang,Makanan,SULAWESI SELATAN,Pedesaan & Perkotaan,September
2015,1751094.3254565634,14364.129905154781,196217.0,359187.0,Ekonomi Berkembang,Makanan,SULAWESI SELATAN,Pedesaan & Perkotaan,Maret
2015,1751094.3254565634,14364.129905154781,80321.0,575266.0,Ekonomi Berkembang,Non-Makanan,SULAWESI SELATAN,Pedesaan,September
2015,1751094.3254565634,14364.129905154781,87247.00000000003,575266.0,Ekonomi Berkembang,Non-Makanan,SULAWESI SELATAN,Pedesaan,Maret
2015,1751094.3254565634,14364.129905154781,49612.0,275628.0,Ekonomi Berkembang,Non-Makanan,SULAWESI SELATAN,Perkotaan,September
2015,1751094.3254565634,14364.129905154781,52745.0,275628.0,Ekonomi Berkembang,Non-Makanan,SULAWESI SELATAN,Perkotaan,Maret
2015,1751094.3254565634,14364.129905154781,61087.0,387580.0,Ekonomi Berkembang,Non-Makanan,SULAWESI SELATAN,Pedesaan & Perkotaan,September
2015,1751094.3254565634,14364.129905154781,65637.0,387580.0,Ekonomi Berkembang,Non-Makanan,SULAWESI SELATAN,Pedesaan & Perkotaan,Maret
2015,1751094.3254565634,14364.129905154781,262163.0,1012222.0,Ekonomi Berkembang,Gabungan (Total),SULAWESI SELATAN,Pedesaan,September
2015,1751094.3254565634,14364.129905154781,274140.0,1012222.0,Ekonomi Berkembang,Gabungan (Total),SULAWESI SELATAN,Pedesaan,Maret
2015,1751094.3254565634,14364.129905154781,240175.0,588427.0,Ekonomi Berkembang,Gabungan (Total),SULAWESI SELATAN,Perkotaan,September
2015,1751094.3254565634,14364.129905154781,254524.0,588427.0,Ekonomi Berkembang,Gabungan (Total),SULAWESI SELATAN,Perkotaan,Maret
2015,1751094.3254565634,14364.129905154781,248391.0,746767.0,Ekonomi Berkembang,Gabungan (Total),SULAWESI SELATAN,Pedesaan & Perkotaan,September
2015,1751094.3254565634,14364.129905154781,261854.0,746767.0,Ekonomi Berkembang,Gabungan (Total),SULAWESI SELATAN,Pedesaan & Perkotaan,Maret
2016,2063859.5884111512,16176.191751940783,193372.0,505254.0,Ekonomi Berkembang,Makanan,SULAWESI SELATAN,Pedesaan,September
2016,2063859.5884111512,16176.191751940783,196645.0,505254.0,Ekonomi Berkembang,Makanan,SULAWESI SELATAN,Pedesaan,Maret
2016,2063859.5884111512,16176.191751940783,209095.0,346180.0,Ekonomi Berkembang,Makanan,SULAWESI SELATAN,Perkotaan,September
2016,2063859.5884111512,16176.191751940783,210928.0,346180.0,Ekonomi Berkembang,Makanan,SULAWESI SELATAN,Perkotaan,Maret
2016,2063859.5884111512,16176.191751940783,203918.0,407389.0,Ekonomi Berkembang,Makanan,SULAWESI SELATAN,Pedesaan & Perkotaan,September
2016,2063859.5884111512,16176.191751940783,205767.0,407389.0,Ekonomi Berkembang,Makanan,SULAWESI SELATAN,Pedesaan & Perkotaan,Maret
